10000000028 246792255
10000000117 18871258
10000000086 1692885
10000000015 4685344
10000000065 36509324
10000000108 8992005
10000000108 18026139
10000000108 1721006
10000000108 1616000
10000000108 173344836
10000000108 213683421
10000000007 13703369
10000000007 1323547
10000000007 13283449
10000000007 17398013
10000000007 83464674
10000000007 14774885
10000000007 173914491
10000000007 2847854
10000000007 3072998
10000000007 1289476
10000000007 21685251
10000000007 831926
10000000007 414845
10000000049 4861537
10000000049 15425801
10000000049 11284485
10000000049 157894567
10000000049 53361846
10000000013 9497629
10000000013 7977408
10000000013 4458704
10000000013 7304976
10000000013 213512531
10000000013 92574251
10000000013 1970527
10000000013 4742744
10000000013 3508407
10000000013 1727703
10000000013 973688
10000000013 71214548
10000000013 347776
10000000013 1178967
10000000140 1405273
10000000140 142032978
10000000140 685719
10000000140 5032411
10000000140 90186461
10000000140 5791361
10000000140 6008811
10000000140 22947668
10000000140 14823820
10000000140 6957108
10000000023 14325373
10000000023 4335458
10000000023 2380214
10000000023 15316
10000000023 167009667
10000000023 80177471
10000000109 80646
10000000109 2383880
10000000109 88176
10000000109 3131132
10000000109 23096178
10000000109 89283069
10000000109 22563233
10000000109 259360805
10000000109 27748448
10000000109 65013
10000000109 1821259
10000000109 1091935
10000000109 2956761
10000000109 85377
10000000109 2626783
10000000109 2390758
10000000055 123657837
10000000055 11164850
10000000055 53193
10000000055 6138546
10000000055 14384737
10000000055 13355702
10000000055 21489898
10000000189 124378
10000000189 9166938
10000000189 18277227
10000000189 3617598
10000000189 602855
10000000189 33849
10000000189 38379
10000000133 5927756
10000000133 974934
10000000133 264260621
10000000133 801017
10000000050 5749860
10000000050 8334043
10000000050 81289694
10000000050 9951188
10000000050 1457659
10000000050 41536
10000000067 1089683
10000000067 3480471
10000000067 3610776
10000000067 1920952
10000000067 4533780
10000000067 245381
10000000160 1575815
10000000160 203092132
10000000160 13038659
10000000160 4951486
10000000160 47788977
10000000160 21530240
10000000160 584135
10000000160 7499435
10000000160 7723000
10000000160 488278
10000000160 269056240
10000000160 42872878
10000000160 7979617
10000000026 4203580
10000000026 5277394
10000000026 204911696
10000000026 241439271
10000000026 51008066
10000000026 6937960
10000000026 113623529
10000000026 4115771
10000000026 13212365
10000000026 853231
10000000121 97697513
10000000121 143691
10000000121 6523283
10000000121 147283749
10000000121 18788863
10000000121 17920159
10000000152 222390590
10000000152 472954
10000000152 215070
10000000152 733753
10000000152 4656380
10000000152 625240
10000000152 30048097
10000000152 37834804
10000000152 2033491
10000000152 12943778
10000000152 16771350
10000000001 20334973
10000000001 8311738
10000000001 12471017
10000000001 81762446
10000000001 214233700
10000000146 100070
10000000146 763377
10000000146 165128
10000000146 191104832
10000000146 4559561
10000000146 14119607
10000000146 16916721
10000000146 1104752
10000000146 631358
10000000146 3317680
10000000146 3346143
10000000146 194592154
10000000053 864361
10000000053 2034118
10000000053 3189644
10000000053 20872670
10000000053 244001025
10000000053 696862
10000000156 6123899
10000000156 13098273
10000000156 16771436
10000000156 304713
10000000156 7479698
10000000156 1437134
10000000156 1094269
10000000156 167912
10000000156 3726926
10000000156 453351
10000000156 824993
10000000156 16915104
10000000156 2686288
10000000172 2580387
10000000172 6908994
10000000172 7886208
10000000172 23390
10000000172 1197186
10000000118 4158239
10000000118 25945701
10000000118 4102
10000000118 15314317
10000000118 103527
10000000118 151456299
10000000118 8156904
10000000124 90622642
10000000124 1077237
10000000124 51102679
10000000124 8476
10000000124 74997
10000000124 1104097
10000000124 1257
10000000124 1928778
10000000124 358481
10000000124 56423
