10000000028 10000000028
10000000086 10000000086
10000000117 10000000117
10000000015 10000000015
10000000065 10000000065
10000000112 10000000152
10000000112 10000000120
10000000112 10000000199
10000000112 10000000180
10000000112 10000000176
10000000112 10000000172
10000000112 10000000165
10000000112 10000000140
10000000112 10000000134
10000000112 10000000121
10000000112 10000000119
10000000112 10000000117
10000000112 10000000112
10000000112 10000000102
10000000112 10000000094
10000000112 10000000082
10000000112 10000000063
10000000112 10000000056
10000000112 10000000055
10000000112 10000000053
10000000112 10000000044
10000000112 10000000040
10000000112 10000000022
10000000112 10000000013
10000000112 10000000001
10000000063 10000000140
10000000063 10000000065
10000000063 10000000053
10000000063 10000000180
10000000063 10000000199
10000000063 10000000176
10000000063 10000000172
10000000063 10000000165
10000000063 10000000152
10000000063 10000000134
10000000063 10000000121
10000000063 10000000120
10000000063 10000000119
10000000063 10000000117
10000000063 10000000112
10000000063 10000000102
10000000063 10000000094
10000000063 10000000086
10000000063 10000000082
10000000063 10000000013
10000000063 10000000063
10000000063 10000000056
10000000063 10000000055
10000000063 10000000044
10000000063 10000000040
10000000063 10000000022
10000000063 10000000015
10000000063 10000000001
10000000180 10000000102
10000000180 10000000170
10000000180 10000000094
10000000180 10000000063
10000000180 10000000199
10000000180 10000000180
10000000180 10000000176
10000000180 10000000172
10000000180 10000000165
10000000180 10000000152
10000000180 10000000140
10000000180 10000000134
10000000180 10000000121
10000000180 10000000120
10000000180 10000000117
10000000180 10000000112
10000000180 10000000082
10000000180 10000000056
10000000180 10000000055
10000000180 10000000053
10000000180 10000000044
10000000180 10000000040
10000000180 10000000022
10000000180 10000000013
10000000180 10000000001
10000000055 10000000165
10000000055 10000000094
10000000055 10000000199
10000000055 10000000180
10000000055 10000000176
10000000055 10000000172
10000000055 10000000170
10000000055 10000000152
10000000055 10000000140
10000000055 10000000134
10000000055 10000000121
10000000055 10000000120
10000000055 10000000117
10000000055 10000000112
10000000055 10000000102
10000000055 10000000082
10000000055 10000000063
10000000055 10000000056
10000000055 10000000055
10000000055 10000000053
10000000055 10000000044
10000000055 10000000040
10000000055 10000000022
10000000055 10000000013
10000000055 10000000001
10000000134 10000000140
10000000134 10000000180
10000000134 10000000102
10000000134 10000000082
10000000134 10000000055
10000000134 10000000053
10000000134 10000000199
10000000134 10000000176
10000000134 10000000172
10000000134 10000000170
10000000134 10000000165
10000000134 10000000152
10000000134 10000000134
10000000134 10000000121
10000000134 10000000120
10000000134 10000000112
10000000134 10000000094
10000000134 10000000065
10000000134 10000000063
10000000134 10000000056
10000000134 10000000044
10000000134 10000000040
10000000134 10000000022
10000000134 10000000013
10000000134 10000000001
10000000165 10000000134
10000000165 10000000120
10000000165 10000000112
10000000165 10000000102
10000000165 10000000180
10000000165 10000000176
10000000165 10000000172
10000000165 10000000170
10000000165 10000000165
10000000165 10000000152
10000000165 10000000140
10000000165 10000000121
10000000165 10000000117
10000000165 10000000094
10000000165 10000000082
10000000165 10000000063
10000000165 10000000057
10000000165 10000000056
10000000165 10000000055
10000000165 10000000053
10000000165 10000000044
10000000165 10000000040
10000000165 10000000028
10000000165 10000000022
10000000165 10000000015
10000000165 10000000013
10000000165 10000000001
10000000053 10000000065
10000000053 10000000082
10000000053 10000000180
10000000053 10000000176
10000000053 10000000172
10000000053 10000000170
10000000053 10000000165
10000000053 10000000152
10000000053 10000000140
10000000053 10000000134
10000000053 10000000121
10000000053 10000000120
10000000053 10000000112
10000000053 10000000102
10000000053 10000000094
10000000053 10000000063
10000000053 10000000057
10000000053 10000000056
10000000053 10000000055
10000000053 10000000053
10000000053 10000000044
10000000053 10000000040
10000000053 10000000022
10000000053 10000000013
10000000053 10000000001
10000000170 10000000176
10000000170 10000000082
10000000170 10000000180
10000000170 10000000172
10000000170 10000000170
10000000170 10000000165
10000000170 10000000152
10000000170 10000000140
10000000170 10000000134
10000000170 10000000121
10000000170 10000000120
10000000170 10000000117
10000000170 10000000112
10000000170 10000000102
10000000170 10000000094
10000000170 10000000063
10000000170 10000000057
10000000170 10000000056
10000000170 10000000055
10000000170 10000000053
10000000170 10000000044
10000000170 10000000040
10000000170 10000000022
10000000170 10000000013
10000000170 10000000001
10000000102 10000000140
10000000102 10000000094
10000000102 10000000180
10000000102 10000000176
10000000102 10000000172
10000000102 10000000170
10000000102 10000000165
10000000102 10000000152
10000000102 10000000134
10000000102 10000000121
10000000102 10000000120
10000000102 10000000117
10000000102 10000000112
10000000102 10000000102
10000000102 10000000082
10000000102 10000000013
10000000102 10000000063
10000000102 10000000057
10000000102 10000000056
10000000102 10000000055
10000000102 10000000053
10000000102 10000000044
10000000102 10000000040
10000000102 10000000022
10000000102 10000000001
10000000140 10000000102
10000000140 10000000180
10000000140 10000000063
10000000140 10000000176
10000000140 10000000172
10000000140 10000000170
10000000140 10000000165
10000000140 10000000152
10000000140 10000000140
10000000140 10000000134
10000000140 10000000121
10000000140 10000000120
10000000140 10000000112
10000000140 10000000094
10000000140 10000000015
10000000140 10000000086
10000000140 10000000082
10000000140 10000000057
10000000140 10000000056
10000000140 10000000055
10000000140 10000000053
10000000140 10000000044
10000000140 10000000040
10000000140 10000000022
10000000140 10000000013
10000000140 10000000001
10000000121 10000000053
10000000121 10000000065
10000000121 10000000120
10000000121 10000000055
10000000121 10000000170
10000000121 10000000082
10000000121 10000000057
10000000121 10000000056
10000000121 10000000180
10000000121 10000000176
10000000121 10000000172
